11-1021.00,Public Safety and Security,53
11-1021.00,Law and Government,49
11-1021.00,Telecommunications,38
11-1021.00,Communications and Media,40
11-1021.00,Transportation,30
11-2011.00,Administration and Management,78
11-2011.00,Clerical,56
11-2011.00,Economics and Accounting,51
11-2011.00,Sales and Marketing,92
11-2011.00,Customer and Personal Service,79
11-2011.00,Personnel and Human Resources,40
11-2011.00,Production and Processing,40
11-2011.00,Food Production,1
11-2011.00,Computers and Electronics,58
11-2011.00,Engineering and Technology,23
11-2011.00,Design,45
11-2011.00,Building and Construction,11
11-2011.00,Mechanical,10
11-2011.00,Mathematics,54
11-2011.00,Physics,9
11-2011.00,Chemistry,6
11-2011.00,Biology,6
11-2011.00,Psychology,47
11-2011.00,Sociology and Anthropology,38
11-2011.00,Geography,25
11-2011.00,Medicine and Dentistry,11
11-2011.00,Therapy and Counseling,19
11-2011.00,Education and Training,49
11-2011.00,English Language,85
11-2011.00,Foreign Language,15
11-2011.00,Fine Arts,34
11-2011.00,History and Archeology,17
11-2011.00,Philosophy and Theology,22
11-2011.00,Public Safety and Security,37
11-2011.00,Law and Government,31
11-2011.00,Telecommunications,35
11-2011.00,Communications and Media,84
11-2011.00,Transportation,24
11-2021.00,Administration and Management,76
11-2021.00,Clerical,50
11-2021.00,Economics and Accounting,53
11-2021.00,Sales and Marketing,96
11-2021.00,Customer and Personal Service,71
11-2021.00,Personnel and Human Resources,43
11-2021.00,Production and Processing,37
11-2021.00,Food Production,3
11-2021.00,Computers and Electronics,63
11-2021.00,Engineering and Technology,44
11-2021.00,Design,54
11-2021.00,Building and Construction,5
11-2021.00,Mechanical,8
11-2021.00,Mathematics,63
11-2021.00,Physics,5
11-2021.00,Chemistry,5
11-2021.00,Biology,3
11-2021.00,Psychology,36
11-2021.00,Sociology and Anthropology,26
11-2021.00,Geography,30
11-2021.00,Medicine and Dentistry,7
11-2021.00,Therapy and Counseling,16
11-2021.00,Education and Training,51
11-2021.00,English Language,87
11-2021.00,Foreign Language,16
11-2021.00,Fine Arts,18
11-2021.00,History and Archeology,17
11-2021.00,Philosophy and Theology,16
11-2021.00,Public Safety and Security,38
11-2021.00,Law and Government,47
11-2021.00,Telecommunications,47
11-2021.00,Communications and Media,70
11-2021.00,Transportation,17
11-2022.00,Administration and Management,75
11-2022.00,Clerical,48
11-2022.00,Economics and Accounting,48
11-2022.00,Sales and Marketing,93
11-2022.00,Customer and Personal Service,87
11-2022.00,Personnel and Human Resources,51
11-2022.00,Production and Processing,41
11-2022.00,Food Production,1
11-2022.00,Computers and Electronics,54
11-2022.00,Engineering and Technology,28
11-2022.00,Design,21
11-2022.00,Building and Construction,16
11-2022.00,Mechanical,22
11-2022.00,Mathematics,52
11-2022.00,Physics,13
11-2022.00,Chemistry,10
11-2022.00,Biology,9
11-2022.00,Psychology,42
11-2022.00,Sociology and Anthropology,22
11-2022.00,Geography,32
11-2022.00,Medicine and Dentistry,1
11-2022.00,Therapy and Counseling,14
11-2022.00,Education and Training,59
11-2022.00,English Language,83
11-2022.00,Foreign Language,20
11-2022.00,Fine Arts,9
11-2022.00,History and Archeology,6
11-2022.00,Philosophy and Theology,14
11-2022.00,Public Safety and Security,22
11-2022.00,Law and Government,26
11-2022.00,Telecommunications,43
11-2022.00,Communications and Media,54
11-2022.00,Transportation,31
11-3012.00,Administration and Management,81
11-3012.00,Clerical,73
11-3012.00,Economics and Accounting,48
11-3012.00,Sales and Marketing,24
11-3012.00,Customer and Personal Service,86
11-3012.00,Personnel and Human Resources,59
11-3012.00,Production and Processing,47
11-3012.00,Food Production,7
11-3012.00,Computers and Electronics,59
11-3012.00,Engineering and Technology,27
11-3012.00,Design,28
11-3012.00,Building and Construction,32
11-3012.00,Mechanical,33
11-3012.00,Mathematics,57
11-3012.00,Physics,15
11-3012.00,Chemistry,13
11-3012.00,Biology,9
11-3012.00,Psychology,27
11-3012.00,Sociology and Anthropology,19
11-3012.00,Geography,13
11-3012.00,Medicine and Dentistry,20
11-3012.00,Therapy and Counseling,19
11-3012.00,Education and Training,46
11-3012.00,English Language,76
11-3012.00,Foreign Language,9
11-3012.00,Fine Arts,3
11-3012.00,History and Archeology,11
11-3012.00,Philosophy and Theology,12
11-3012.00,Public Safety and Security,57
11-3012.00,Law and Government,47
11-3012.00,Telecommunications,41
11-3012.00,Communications and Media,35
11-3012.00,Transportation,24
11-3021.00,Administration and Management,68
11-3021.00,Clerical,37
11-3021.00,Economics and Accounting,29
11-3021.00,Sales and Marketing,23
11-3021.00,Customer and Personal Service,76
11-3021.00,Personnel and Human Resources,61
11-3021.00,Production and Processing,20
11-3021.00,Food Production,0
11-3021.00,Computers and Electronics,94
11-3021.00,Engineering and Technology,63
11-3021.00,Design,40
11-3021.00,Building and Construction,6
11-3021.00,Mechanical,10
11-3021.00,Mathematics,54
11-3021.00,Physics,15
11-3021.00,Chemistry,6
11-3021.00,Biology,0
11-3021.00,Psychology,31
11-3021.00,Sociology and Anthropology,23
11-3021.00,Geography,31
11-3021.00,Medicine and Dentistry,1
11-3021.00,Therapy and Counseling,11
11-3021.00,Education and Training,51
11-3021.00,English Language,62
11-3021.00,Foreign Language,7
11-3021.00,Fine Arts,11
11-3021.00,History and Archeology,1
11-3021.00,Philosophy and Theology,6
11-3021.00,Public Safety and Security,24
11-3021.00,Law and Government,28
11-3021.00,Telecommunications,41
11-3021.00,Communications and Media,29
11-3021.00,Transportation,5
11-3031.00,Administration and Management,73
11-3031.00,Clerical,48
11-3031.00,Economics and Accounting,74
11-3031.00,Sales and Marketing,54
11-3031.00,Customer and Personal Service,65
11-3031.00,Personnel and Human Resources,46
11-3031.00,Production and Processing,19
11-3031.00,Food Production,0
11-3031.00,Computers and Electronics,44
11-3031.00,Engineering and Technology,6
11-3031.00,Design,7
11-3031.00,Building and Construction,9
11-3031.00,Mechanical,8
11-3031.00,Mathematics,66
11-3031.00,Physics,0
11-3031.00,Chemistry,1
11-3031.00,Biology,1
11-3031.00,Psychology,45
11-3031.00,Sociology and Anthropology,24
11-3031.00,Geography,5
11-3031.00,Medicine and Dentistry,1
11-3031.00,Therapy and Counseling,9
11-3031.00,Education and Training,38
11-3031.00,English Language,58
11-3031.00,Foreign Language,5
11-3031.00,Fine Arts,5
11-3031.00,History and Archeology,1
11-3031.00,Philosophy and Theology,4
11-3031.00,Public Safety and Security,24
11-3031.00,Law and Government,52
11-3031.00,Telecommunications,23
11-3031.00,Communications and Media,39
11-3031.00,Transportation,11
11-3031.01,Administration and Management,76
11-3031.01,Clerical,37
11-3031.01,Economics and Accounting,90
11-3031.01,Sales and Marketing,24
11-3031.01,Customer and Personal Service,46
11-3031.01,Personnel and Human Resources,53
11-3031.01,Production and Processing,19
11-3031.01,Food Production,2
11-3031.01,Computers and Electronics,45
11-3031.01,Engineering and Technology,11
11-3031.01,Design,6
11-3031.01,Building and Construction,1
11-3031.01,Mechanical,2
11-3031.01,Mathematics,73
11-3031.01,Physics,1
11-3031.01,Chemistry,0
11-3031.01,Biology,0
11-3031.01,Psychology,23
11-3031.01,Sociology and Anthropology,15
11-3031.01,Geography,11
11-3031.01,Medicine and Dentistry,3
11-3031.01,Therapy and Counseling,5
11-3031.01,Education and Training,39
11-3031.01,English Language,80
11-3031.01,Foreign Language,10
11-3031.01,Fine Arts,1
11-3031.01,History and Archeology,5
11-3031.01,Philosophy and Theology,10
11-3031.01,Public Safety and Security,20
11-3031.01,Law and Government,46
11-3031.01,Telecommunications,11
11-3031.01,Communications and Media,25
11-3031.01,Transportation,7
11-3031.03,Administration and Management,55
11-3031.03,Clerical,19
11-3031.03,Economics and Accounting,92
11-3031.03,Sales and Marketing,50
11-3031.03,Customer and Personal Service,67
11-3031.03,Personnel and Human Resources,35
11-3031.03,Production and Processing,16
11-3031.03,Food Production,1
11-3031.03,Computers and Electronics,53
11-3031.03,Engineering and Technology,13
11-3031.03,Design,5
11-3031.03,Building and Construction,0
11-3031.03,Mechanical,2
11-3031.03,Mathematics,84
11-3031.03,Physics,7
11-3031.03,Chemistry,3
11-3031.03,Biology,5
11-3031.03,Psychology,33
11-3031.03,Sociology and Anthropology,22
11-3031.03,Geography,24
11-3031.03,Medicine and Dentistry,9
11-3031.03,Therapy and Counseling,7
11-3031.03,Education and Training,39
11-3031.03,English Language,84
11-3031.03,Foreign Language,6
11-3031.03,Fine Arts,3
11-3031.03,History and Archeology,27
11-3031.03,Philosophy and Theology,6
11-3031.03,Public Safety and Security,10
11-3031.03,Law and Government,54
11-3031.03,Telecommunications,22
11-3031.03,Communications and Media,39
11-3031.03,Transportation,16
11-3051.00,Administration and Management,88
11-3051.00,Clerical,52
11-3051.00,Economics and Accounting,44
11-3051.00,Sales and Marketing,34
11-3051.00,Customer and Personal Service,77
11-3051.00,Personnel and Human Resources,73
11-3051.00,Production and Processing,95
11-3051.00,Food Production,8
11-3051.00,Computers and Electronics,56
11-3051.00,Engineering and Technology,62
11-3051.00,Design,40
11-3051.00,Building and Construction,17
11-3051.00,Mechanical,60
11-3051.00,Mathematics,64
11-3051.00,Physics,27
11-3051.00,Chemistry,25
11-3051.00,Biology,7
11-3051.00,Psychology,50
11-3051.00,Sociology and Anthropology,24
11-3051.00,Geography,13
11-3051.00,Medicine and Dentistry,10
11-3051.00,Therapy and Counseling,14
11-3051.00,Education and Training,57
11-3051.00,English Language,64
11-3051.00,Foreign Language,8
11-3051.00,Fine Arts,1
11-3051.00,History and Archeology,3
11-3051.00,Philosophy and Theology,14
11-3051.00,Public Safety and Security,49
11-3051.00,Law and Government,38
11-3051.00,Telecommunications,20
11-3051.00,Communications and Media,34
11-3051.00,Transportation,36
11-3051.01,Administration and Management,71
11-3051.01,Clerical,69
11-3051.01,Economics and Accounting,30
11-3051.01,Sales and Marketing,24
11-3051.01,Customer and Personal Service,64
11-3051.01,Personnel and Human Resources,62
11-3051.01,Production and Processing,59
11-3051.01,Food Production,20
11-3051.01,Computers and Electronics,51
11-3051.01,Engineering and Technology,37
11-3051.01,Design,24
11-3051.01,Building and Construction,14
11-3051.01,Mechanical,27
11-3051.01,Mathematics,64
11-3051.01,Physics,29
11-3051.01,Chemistry,69
11-3051.01,Biology,53
11-3051.01,Psychology,36
11-3051.01,Sociology and Anthropology,18
11-3051.01,Geography,13
11-3051.01,Medicine and Dentistry,22
11-3051.01,Therapy and Counseling,16
11-3051.01,Education and Training,55
11-3051.01,English Language,68
11-3051.01,Foreign Language,11
11-3051.01,Fine Arts,0
11-3051.01,History and Archeology,1
11-3051.01,Philosophy and Theology,4
11-3051.01,Public Safety and Security,36
11-3051.01,Law and Government,48
11-3051.01,Telecommunications,10
11-3051.01,Communications and Media,31
11-3051.01,Transportation,20
11-3051.02,Administration and Management,80
11-3051.02,Clerical,61
11-3051.02,Economics and Accounting,52
11-3051.02,Sales and Marketing,20
11-3051.02,Customer and Personal Service,48
11-3051.02,Personnel and Human Resources,67
11-3051.02,Production and Processing,75
11-3051.02,Food Production,4
11-3051.02,Computers and Electronics,59
11-3051.02,Engineering and Technology,70
11-3051.02,Design,63
11-3051.02,Building and Construction,56
11-3051.02,Mechanical,85
11-3051.02,Mathematics,72
11-3051.02,Physics,64
11-3051.02,Chemistry,62
11-3051.02,Biology,30
11-3051.02,Psychology,49
11-3051.02,Sociology and Anthropology,28
11-3051.02,Geography,25
11-3051.02,Medicine and Dentistry,22
11-3051.02,Therapy and Counseling,32
11-3051.02,Education and Training,64
11-3051.02,English Language,69
11-3051.02,Foreign Language,19
11-3051.02,Fine Arts,4
11-3051.02,History and Archeology,16
11-3051.02,Philosophy and Theology,26
11-3051.02,Public Safety and Security,73
11-3051.02,Law and Government,59
11-3051.02,Telecommunications,45
11-3051.02,Communications and Media,35
11-3051.02,Transportation,41
11-3051.03,Administration and Management,77
11-3051.03,Clerical,57
11-3051.03,Economics and Accounting,50
11-3051.03,Sales and Marketing,36
11-3051.03,Customer and Personal Service,51
11-3051.03,Personnel and Human Resources,58
11-3051.03,Production and Processing,93
11-3051.03,Food Production,43
11-3051.03,Computers and Electronics,58
11-3051.03,Engineering and Technology,67
11-3051.03,Design,55
11-3051.03,Building and Construction,46
11-3051.03,Mechanical,76
11-3051.03,Mathematics,62
11-3051.03,Physics,57
11-3051.03,Chemistry,67
11-3051.03,Biology,50
11-3051.03,Psychology,41
11-3051.03,Sociology and Anthropology,20
11-3051.03,Geography,27
11-3051.03,Medicine and Dentistry,9
11-3051.03,Therapy and Counseling,10
11-3051.03,Education and Training,56
11-3051.03,English Language,56
11-3051.03,Foreign Language,7
11-3051.03,Fine Arts,1
11-3051.03,History and Archeology,6
11-3051.03,Philosophy and Theology,8
11-3051.03,Public Safety and Security,53
11-3051.03,Law and Government,38
11-3051.03,Telecommunications,20
11-3051.03,Communications and Media,25
11-3051.03,Transportation,42
11-3051.04,Administration and Management,76
11-3051.04,Clerical,65
11-3051.04,Economics and Accounting,54
11-3051.04,Sales and Marketing,12
11-3051.04,Customer and Personal Service,47
11-3051.04,Personnel and Human Resources,72
11-3051.04,Production and Processing,77
11-3051.04,Food Production,1
11-3051.04,Computers and Electronics,62
11-3051.04,Engineering and Technology,77
11-3051.04,Design,55
11-3051.04,Building and Construction,52
11-3051.04,Mechanical,83
11-3051.04,Mathematics,63
11-3051.04,Physics,55
11-3051.04,Chemistry,59
11-3051.04,Biology,17
11-3051.04,Psychology,46
11-3051.04,Sociology and Anthropology,18
11-3051.04,Geography,16
11-3051.04,Medicine and Dentistry,16
11-3051.04,Therapy and Counseling,32
11-3051.04,Education and Training,65
11-3051.04,English Language,59
11-3051.04,Foreign Language,7
11-3051.04,Fine Arts,1
11-3051.04,History and Archeology,9
11-3051.04,Philosophy and Theology,19
11-3051.04,Public Safety and Security,68
11-3051.04,Law and Government,41
11-3051.04,Telecommunications,35
11-3051.04,Communications and Media,41
11-3051.04,Transportation,45
11-3051.06,Administration and Management,73
11-3051.06,Clerical,55
11-3051.06,Economics and Accounting,44
11-3051.06,Sales and Marketing,16
11-3051.06,Customer and Personal Service,43
11-3051.06,Personnel and Human Resources,65
11-3051.06,Production and Processing,53
11-3051.06,Food Production,1
11-3051.06,Computers and Electronics,65
11-3051.06,Engineering and Technology,66
11-3051.06,Design,55
11-3051.06,Building and Construction,50
11-3051.06,Mechanical,77
11-3051.06,Mathematics,60
11-3051.06,Physics,53
11-3051.06,Chemistry,38
11-3051.06,Biology,18
11-3051.06,Psychology,51
11-3051.06,Sociology and Anthropology,29
11-3051.06,Geography,41
11-3051.06,Medicine and Dentistry,20
11-3051.06,Therapy and Counseling,22
11-3051.06,Education and Training,63
11-3051.06,English Language,71
11-3051.06,Foreign Language,4
11-3051.06,Fine Arts,1
11-3051.06,History and Archeology,14
11-3051.06,Philosophy and Theology,12
11-3051.06,Public Safety and Security,77
11-3051.06,Law and Government,57
11-3051.06,Telecommunications,43
11-3051.06,Communications and Media,35
11-3051.06,Transportation,20
11-3061.00,Administration and Management,79
11-3061.00,Clerical,50
11-3061.00,Economics and Accounting,67
11-3061.00,Sales and Marketing,44
11-3061.00,Customer and Personal Service,66
11-3061.00,Personnel and Human Resources,56
11-3061.00,Production and Processing,53
11-3061.00,Food Production,22
11-3061.00,Computers and Electronics,58
11-3061.00,Engineering and Technology,36
11-3061.00,Design,32
11-3061.00,Building and Construction,28
11-3061.00,Mechanical,29
11-3061.00,Mathematics,67
11-3061.00,Physics,16
11-3061.00,Chemistry,18
11-3061.00,Biology,19
11-3061.00,Psychology,26
11-3061.00,Sociology and Anthropology,18
11-3061.00,Geography,28
11-3061.00,Medicine and Dentistry,11
11-3061.00,Therapy and Counseling,10
11-3061.00,Education and Training,51
11-3061.00,English Language,76
11-3061.00,Foreign Language,17
11-3061.00,Fine Arts,5
11-3061.00,History and Archeology,8
11-3061.00,Philosophy and Theology,10
11-3061.00,Public Safety and Security,30
11-3061.00,Law and Government,54
11-3061.00,Telecommunications,37
11-3061.00,Communications and Media,38
11-3061.00,Transportation,43
11-3071.00,Administration and Management,79
11-3071.00,Clerical,53
11-3071.00,Economics and Accounting,56
11-3071.00,Sales and Marketing,45
11-3071.00,Customer and Personal Service,75
11-3071.00,Personnel and Human Resources,64
11-3071.00,Production and Processing,55
11-3071.00,Food Production,26
11-3071.00,Computers and Electronics,55
11-3071.00,Engineering and Technology,37
11-3071.00,Design,26
11-3071.00,Building and Construction,26
11-3071.00,Mechanical,33
11-3071.00,Mathematics,65
11-3071.00,Physics,15
11-3071.00,Chemistry,21
11-3071.00,Biology,12
11-3071.00,Psychology,43
11-3071.00,Sociology and Anthropology,28
11-3071.00,Geography,48
11-3071.00,Medicine and Dentistry,11
11-3071.00,Therapy and Counseling,26
11-3071.00,Education and Training,53
11-3071.00,English Language,70
11-3071.00,Foreign Language,22
11-3071.00,Fine Arts,5
11-3071.00,History and Archeology,14
11-3071.00,Philosophy and Theology,18
11-3071.00,Public Safety and Security,62
11-3071.00,Law and Government,53
11-3071.00,Telecommunications,40
11-3071.00,Communications and Media,39
11-3071.00,Transportation,87
11-3071.04,Administration and Management,83
11-3071.04,Clerical,31
11-3071.04,Economics and Accounting,70
11-3071.04,Sales and Marketing,51
11-3071.04,Customer and Personal Service,69
11-3071.04,Personnel and Human Resources,67
11-3071.04,Production and Processing,69
11-3071.04,Food Production,30
11-3071.04,Computers and Electronics,54
11-3071.04,Engineering and Technology,39
11-3071.04,Design,30
11-3071.04,Building and Construction,17
11-3071.04,Mechanical,30
11-3071.04,Mathematics,62
11-3071.04,Physics,11
11-3071.04,Chemistry,8
11-3071.04,Biology,6
11-3071.04,Psychology,38
11-3071.04,Sociology and Anthropology,11
11-3071.04,Geography,43
11-3071.04,Medicine and Dentistry,4
11-3071.04,Therapy and Counseling,17
11-3071.04,Education and Training,45
11-3071.04,English Language,76
11-3071.04,Foreign Language,32
11-3071.04,Fine Arts,3
11-3071.04,History and Archeology,6
11-3071.04,Philosophy and Theology,6
11-3071.04,Public Safety and Security,45
11-3071.04,Law and Government,48
11-3071.04,Telecommunications,33
11-3071.04,Communications and Media,36
11-3071.04,Transportation,87
11-3111.00,Administration and Management,78
11-3111.00,Clerical,36
11-3111.00,Economics and Accounting,58
11-3111.00,Sales and Marketing,20
11-3111.00,Customer and Personal Service,63
11-3111.00,Personnel and Human Resources,86
11-3111.00,Production and Processing,8
11-3111.00,Food Production,1
11-3111.00,Computers and Electronics,49
11-3111.00,Engineering and Technology,1
11-3111.00,Design,11
11-3111.00,Building and Construction,0
11-3111.00,Mechanical,1
11-3111.00,Mathematics,63
11-3111.00,Physics,0
11-3111.00,Chemistry,0
11-3111.00,Biology,1
11-3111.00,Psychology,38
11-3111.00,Sociology and Anthropology,25
11-3111.00,Geography,5
11-3111.00,Medicine and Dentistry,14
11-3111.00,Therapy and Counseling,18
11-3111.00,Education and Training,36
11-3111.00,English Language,66
11-3111.00,Foreign Language,8
11-3111.00,Fine Arts,0
11-3111.00,History and Archeology,5
11-3111.00,Philosophy and Theology,8
11-3111.00,Public Safety and Security,25
11-3111.00,Law and Government,61
11-3111.00,Telecommunications,8
11-3111.00,Communications and Media,37
11-3111.00,Transportation,4
11-3121.00,Administration and Management,90
11-3121.00,Clerical,49
11-3121.00,Economics and Accounting,40
11-3121.00,Sales and Marketing,35
11-3121.00,Customer and Personal Service,72
11-3121.00,Personnel and Human Resources,98
11-3121.00,Production and Processing,33
11-3121.00,Food Production,7
11-3121.00,Computers and Electronics,43
11-3121.00,Engineering and Technology,10
11-3121.00,Design,9
11-3121.00,Building and Construction,5
11-3121.00,Mechanical,4
11-3121.00,Mathematics,49
11-3121.00,Physics,2
11-3121.00,Chemistry,5
11-3121.00,Biology,6
11-3121.00,Psychology,57
11-3121.00,Sociology and Anthropology,45
11-3121.00,Geography,12
11-3121.00,Medicine and Dentistry,14
11-3121.00,Therapy and Counseling,41
11-3121.00,Education and Training,74
11-3121.00,English Language,80
11-3121.00,Foreign Language,17
11-3121.00,Fine Arts,5
11-3121.00,History and Archeology,18
11-3121.00,Philosophy and Theology,28
11-3121.00,Public Safety and Security,41
11-3121.00,Law and Government,77
11-3121.00,Telecommunications,20
11-3121.00,Communications and Media,46
11-3121.00,Transportation,12
11-3131.00,Administration and Management,75
11-3131.00,Clerical,51
11-3131.00,Economics and Accounting,30
11-3131.00,Sales and Marketing,41
11-3131.00,Customer and Personal Service,75
11-3131.00,Personnel and Human Resources,67
11-3131.00,Production and Processing,33
11-3131.00,Food Production,7
11-3131.00,Computers and Electronics,56
11-3131.00,Engineering and Technology,18
11-3131.00,Design,34
11-3131.00,Building and Construction,8
11-3131.00,Mechanical,10
11-3131.00,Mathematics,41
11-3131.00,Physics,6
11-3131.00,Chemistry,6
11-3131.00,Biology,6
11-3131.00,Psychology,61
11-3131.00,Sociology and Anthropology,49
11-3131.00,Geography,13
11-3131.00,Medicine and Dentistry,8
11-3131.00,Therapy and Counseling,23
11-3131.00,Education and Training,96
11-3131.00,English Language,83
11-3131.00,Foreign Language,13
11-3131.00,Fine Arts,7
11-3131.00,History and Archeology,6
11-3131.00,Philosophy and Theology,21
11-3131.00,Public Safety and Security,33
11-3131.00,Law and Government,36
11-3131.00,Telecommunications,24
11-3131.00,Communications and Media,59
11-3131.00,Transportation,14
11-9013.00,Administration and Management,78
11-9013.00,Clerical,43
11-9013.00,Economics and Accounting,57
11-9013.00,Sales and Marketing,57
11-9013.00,Customer and Personal Service,56
11-9013.00,Personnel and Human Resources,60
11-9013.00,Production and Processing,73
11-9013.00,Food Production,59
11-9013.00,Computers and Electronics,39
11-9013.00,Engineering and Technology,48
11-9013.00,Design,42
11-9013.00,Building and Construction,45
11-9013.00,Mechanical,56
11-9013.00,Mathematics,66
11-9013.00,Physics,30
11-9013.00,Chemistry,53
11-9013.00,Biology,71
11-9013.00,Psychology,37
11-9013.00,Sociology and Anthropology,21
11-9013.00,Geography,34
11-9013.00,Medicine and Dentistry,16
11-9013.00,Therapy and Counseling,15
11-9013.00,Education and Training,56
11-9013.00,English Language,60
11-9013.00,Foreign Language,18
11-9013.00,Fine Arts,3
11-9013.00,History and Archeology,12
11-9013.00,Philosophy and Theology,19
11-9013.00,Public Safety and Security,47
11-9013.00,Law and Government,47
11-9013.00,Telecommunications,22
11-9013.00,Communications and Media,29
11-9013.00,Transportation,49
11-9021.00,Administration and Management,84
11-9021.00,Clerical,44
11-9021.00,Economics and Accounting,58
11-9021.00,Sales and Marketing,45
11-9021.00,Customer and Personal Service,68
11-9021.00,Personnel and Human Resources,55
11-9021.00,Production and Processing,53
11-9021.00,Food Production,3
11-9021.00,Computers and Electronics,55
11-9021.00,Engineering and Technology,80
11-9021.00,Design,65
11-9021.00,Building and Construction,97
11-9021.00,Mechanical,61
11-9021.00,Mathematics,65
11-9021.00,Physics,40
11-9021.00,Chemistry,29
11-9021.00,Biology,15
11-9021.00,Psychology,41
11-9021.00,Sociology and Anthropology,18
11-9021.00,Geography,25
11-9021.00,Medicine and Dentistry,11
11-9021.00,Therapy and Counseling,11
11-9021.00,Education and Training,51
11-9021.00,English Language,75
11-9021.00,Foreign Language,19
11-9021.00,Fine Arts,3
11-9021.00,History and Archeology,10
11-9021.00,Philosophy and Theology,8
11-9021.00,Public Safety and Security,65
11-9021.00,Law and Government,50
11-9021.00,Telecommunications,34
11-9021.00,Communications and Media,35
11-9021.00,Transportation,49
11-9031.00,Administration and Management,77
11-9031.00,Clerical,62
11-9031.00,Economics and Accounting,54
11-9031.00,Sales and Marketing,63
11-9031.00,Customer and Personal Service,87
11-9031.00,Personnel and Human Resources,63
11-9031.00,Production and Processing,43
11-9031.00,Food Production,47
11-9031.00,Computers and Electronics,50
11-9031.00,Engineering and Technology,34
11-9031.00,Design,30
11-9031.00,Building and Construction,23
11-9031.00,Mechanical,20
11-9031.00,Mathematics,56
11-9031.00,Physics,18
11-9031.00,Chemistry,18
11-9031.00,Biology,25
11-9031.00,Psychology,64
11-9031.00,Sociology and Anthropology,44
11-9031.00,Geography,39
11-9031.00,Medicine and Dentistry,37
11-9031.00,Therapy and Counseling,34
11-9031.00,Education and Training,82
11-9031.00,English Language,72
11-9031.00,Foreign Language,27
11-9031.00,Fine Arts,30
11-9031.00,History and Archeology,24
11-9031.00,Philosophy and Theology,30
11-9031.00,Public Safety and Security,64
11-9031.00,Law and Government,33
11-9031.00,Telecommunications,21
11-9031.00,Communications and Media,44
11-9031.00,Transportation,35
11-9032.00,Administration and Management,88
11-9032.00,Clerical,45
11-9032.00,Economics and Accounting,44
11-9032.00,Sales and Marketing,37
11-9032.00,Customer and Personal Service,80
11-9032.00,Personnel and Human Resources,81
11-9032.00,Production and Processing,18
11-9032.00,Food Production,5
11-9032.00,Computers and Electronics,49
11-9032.00,Engineering and Technology,20
11-9032.00,Design,29
11-9032.00,Building and Construction,30
11-9032.00,Mechanical,20
