11-1011.03,Auditory Attention,22
11-1011.03,Sound Localization,3
11-1011.03,Speech Recognition,75
11-1011.03,Speech Clarity,75
11-1021.00,Oral Comprehension,75
11-1021.00,Written Comprehension,75
11-1021.00,Oral Expression,75
11-1021.00,Written Expression,75
11-1021.00,Fluency of Ideas,50
11-1021.00,Originality,50
11-1021.00,Problem Sensitivity,75
11-1021.00,Deductive Reasoning,69
11-1021.00,Inductive Reasoning,53
11-1021.00,Information Ordering,63
11-1021.00,Category Flexibility,50
11-1021.00,Mathematical Reasoning,47
11-1021.00,Number Facility,44
11-1021.00,Memorization,28
11-1021.00,Speed of Closure,31
11-1021.00,Flexibility of Closure,44
11-1021.00,Perceptual Speed,41
11-1021.00,Spatial Orientation,13
11-1021.00,Visualization,44
11-1021.00,Selective Attention,50
11-1021.00,Time Sharing,47
11-1021.00,Arm-Hand Steadiness,25
11-1021.00,Manual Dexterity,13
11-1021.00,Finger Dexterity,19
11-1021.00,Control Precision,19
11-1021.00,Multilimb Coordination,22
11-1021.00,Response Orientation,10
11-1021.00,Rate Control,19
11-1021.00,Reaction Time,28
11-1021.00,Wrist-Finger Speed,10
11-1021.00,Speed of Limb Movement,13
11-1021.00,Static Strength,25
11-1021.00,Explosive Strength,13
11-1021.00,Dynamic Strength,16
11-1021.00,Trunk Strength,28
11-1021.00,Stamina,25
11-1021.00,Extent Flexibility,10
11-1021.00,Dynamic Flexibility,0
11-1021.00,Gross Body Coordination,22
11-1021.00,Gross Body Equilibrium,13
11-1021.00,Near Vision,56
11-1021.00,Far Vision,44
11-1021.00,Visual Color Discrimination,25
11-1021.00,Night Vision,10
11-1021.00,Peripheral Vision,13
11-1021.00,Depth Perception,25
11-1021.00,Glare Sensitivity,10
11-1021.00,Hearing Sensitivity,25
11-1021.00,Auditory Attention,28
11-1021.00,Sound Localization,13
11-1021.00,Speech Recognition,72
11-1021.00,Speech Clarity,75
11-2011.00,Oral Comprehension,75
11-2011.00,Written Comprehension,75
11-2011.00,Oral Expression,81
11-2011.00,Written Expression,72
11-2011.00,Fluency of Ideas,69
11-2011.00,Originality,69
11-2011.00,Problem Sensitivity,66
11-2011.00,Deductive Reasoning,72
11-2011.00,Inductive Reasoning,63
11-2011.00,Information Ordering,56
11-2011.00,Category Flexibility,60
11-2011.00,Mathematical Reasoning,50
11-2011.00,Number Facility,47
11-2011.00,Memorization,38
11-2011.00,Speed of Closure,41
11-2011.00,Flexibility of Closure,53
11-2011.00,Perceptual Speed,47
11-2011.00,Spatial Orientation,0
11-2011.00,Visualization,56
11-2011.00,Selective Attention,47
11-2011.00,Time Sharing,44
11-2011.00,Arm-Hand Steadiness,10
11-2011.00,Manual Dexterity,10
11-2011.00,Finger Dexterity,16
11-2011.00,Control Precision,3
11-2011.00,Multilimb Coordination,0
11-2011.00,Response Orientation,0
11-2011.00,Rate Control,0
11-2011.00,Reaction Time,0
11-2011.00,Wrist-Finger Speed,19
11-2011.00,Speed of Limb Movement,0
11-2011.00,Static Strength,0
11-2011.00,Explosive Strength,0
11-2011.00,Dynamic Strength,0
11-2011.00,Trunk Strength,16
11-2011.00,Stamina,0
11-2011.00,Extent Flexibility,0
11-2011.00,Dynamic Flexibility,0
11-2011.00,Gross Body Coordination,0
11-2011.00,Gross Body Equilibrium,0
11-2011.00,Near Vision,69
11-2011.00,Far Vision,47
11-2011.00,Visual Color Discrimination,47
11-2011.00,Night Vision,0
11-2011.00,Peripheral Vision,0
11-2011.00,Depth Perception,19
11-2011.00,Glare Sensitivity,0
11-2011.00,Hearing Sensitivity,19
11-2011.00,Auditory Attention,19
11-2011.00,Sound Localization,0
11-2011.00,Speech Recognition,72
11-2011.00,Speech Clarity,75
11-2021.00,Oral Comprehension,75
11-2021.00,Written Comprehension,75
11-2021.00,Oral Expression,75
11-2021.00,Written Expression,72
11-2021.00,Fluency of Ideas,69
11-2021.00,Originality,66
11-2021.00,Problem Sensitivity,66
11-2021.00,Deductive Reasoning,72
11-2021.00,Inductive Reasoning,69
11-2021.00,Information Ordering,56
11-2021.00,Category Flexibility,56
11-2021.00,Mathematical Reasoning,53
11-2021.00,Number Facility,53
11-2021.00,Memorization,41
11-2021.00,Speed of Closure,44
11-2021.00,Flexibility of Closure,50
11-2021.00,Perceptual Speed,44
11-2021.00,Spatial Orientation,0
11-2021.00,Visualization,50
11-2021.00,Selective Attention,47
11-2021.00,Time Sharing,44
11-2021.00,Arm-Hand Steadiness,3
11-2021.00,Manual Dexterity,0
11-2021.00,Finger Dexterity,19
11-2021.00,Control Precision,0
11-2021.00,Multilimb Coordination,0
11-2021.00,Response Orientation,0
11-2021.00,Rate Control,0
11-2021.00,Reaction Time,0
11-2021.00,Wrist-Finger Speed,16
11-2021.00,Speed of Limb Movement,0
11-2021.00,Static Strength,0
11-2021.00,Explosive Strength,0
11-2021.00,Dynamic Strength,6
11-2021.00,Trunk Strength,19
11-2021.00,Stamina,0
11-2021.00,Extent Flexibility,0
11-2021.00,Dynamic Flexibility,0
11-2021.00,Gross Body Coordination,0
11-2021.00,Gross Body Equilibrium,0
11-2021.00,Near Vision,63
11-2021.00,Far Vision,47
11-2021.00,Visual Color Discrimination,47
11-2021.00,Night Vision,0
11-2021.00,Peripheral Vision,0
11-2021.00,Depth Perception,19
11-2021.00,Glare Sensitivity,0
11-2021.00,Hearing Sensitivity,22
11-2021.00,Auditory Attention,22
11-2021.00,Sound Localization,0
11-2021.00,Speech Recognition,66
11-2021.00,Speech Clarity,69
11-2022.00,Oral Comprehension,75
11-2022.00,Written Comprehension,75
11-2022.00,Oral Expression,75
11-2022.00,Written Expression,72
11-2022.00,Fluency of Ideas,69
11-2022.00,Originality,66
11-2022.00,Problem Sensitivity,69
11-2022.00,Deductive Reasoning,72
11-2022.00,Inductive Reasoning,69
11-2022.00,Information Ordering,60
11-2022.00,Category Flexibility,56
11-2022.00,Mathematical Reasoning,53
11-2022.00,Number Facility,53
11-2022.00,Memorization,50
11-2022.00,Speed of Closure,44
11-2022.00,Flexibility of Closure,44
11-2022.00,Perceptual Speed,38
11-2022.00,Spatial Orientation,13
11-2022.00,Visualization,35
11-2022.00,Selective Attention,41
11-2022.00,Time Sharing,41
11-2022.00,Arm-Hand Steadiness,10
11-2022.00,Manual Dexterity,13
11-2022.00,Finger Dexterity,19
11-2022.00,Control Precision,16
11-2022.00,Multilimb Coordination,13
11-2022.00,Response Orientation,10
11-2022.00,Rate Control,3
11-2022.00,Reaction Time,3
11-2022.00,Wrist-Finger Speed,13
11-2022.00,Speed of Limb Movement,3
11-2022.00,Static Strength,0
11-2022.00,Explosive Strength,0
11-2022.00,Dynamic Strength,0
11-2022.00,Trunk Strength,19
11-2022.00,Stamina,0
11-2022.00,Extent Flexibility,0
11-2022.00,Dynamic Flexibility,0
11-2022.00,Gross Body Coordination,0
11-2022.00,Gross Body Equilibrium,0
11-2022.00,Near Vision,56
11-2022.00,Far Vision,41
11-2022.00,Visual Color Discrimination,22
11-2022.00,Night Vision,3
11-2022.00,Peripheral Vision,3
11-2022.00,Depth Perception,16
11-2022.00,Glare Sensitivity,3
11-2022.00,Hearing Sensitivity,19
11-2022.00,Auditory Attention,25
11-2022.00,Sound Localization,3
11-2022.00,Speech Recognition,72
11-2022.00,Speech Clarity,72
11-3012.00,Oral Comprehension,75
11-3012.00,Written Comprehension,75
11-3012.00,Oral Expression,75
11-3012.00,Written Expression,72
11-3012.00,Fluency of Ideas,53
11-3012.00,Originality,50
11-3012.00,Problem Sensitivity,63
11-3012.00,Deductive Reasoning,66
11-3012.00,Inductive Reasoning,63
11-3012.00,Information Ordering,53
11-3012.00,Category Flexibility,53
11-3012.00,Mathematical Reasoning,41
11-3012.00,Number Facility,44
11-3012.00,Memorization,41
11-3012.00,Speed of Closure,28
11-3012.00,Flexibility of Closure,47
11-3012.00,Perceptual Speed,44
11-3012.00,Spatial Orientation,13
11-3012.00,Visualization,47
11-3012.00,Selective Attention,53
11-3012.00,Time Sharing,53
11-3012.00,Arm-Hand Steadiness,28
11-3012.00,Manual Dexterity,25
11-3012.00,Finger Dexterity,38
11-3012.00,Control Precision,25
11-3012.00,Multilimb Coordination,16
11-3012.00,Response Orientation,13
11-3012.00,Rate Control,16
11-3012.00,Reaction Time,13
11-3012.00,Wrist-Finger Speed,6
11-3012.00,Speed of Limb Movement,0
11-3012.00,Static Strength,16
11-3012.00,Explosive Strength,13
11-3012.00,Dynamic Strength,13
11-3012.00,Trunk Strength,19
11-3012.00,Stamina,10
11-3012.00,Extent Flexibility,13
11-3012.00,Dynamic Flexibility,0
11-3012.00,Gross Body Coordination,13
11-3012.00,Gross Body Equilibrium,13
11-3012.00,Near Vision,66
11-3012.00,Far Vision,44
11-3012.00,Visual Color Discrimination,25
11-3012.00,Night Vision,13
11-3012.00,Peripheral Vision,13
11-3012.00,Depth Perception,25
11-3012.00,Glare Sensitivity,13
11-3012.00,Hearing Sensitivity,28
11-3012.00,Auditory Attention,31
11-3012.00,Sound Localization,13
11-3012.00,Speech Recognition,66
11-3012.00,Speech Clarity,66
11-3021.00,Oral Comprehension,75
11-3021.00,Written Comprehension,75
11-3021.00,Oral Expression,75
11-3021.00,Written Expression,69
11-3021.00,Fluency of Ideas,60
11-3021.00,Originality,56
11-3021.00,Problem Sensitivity,75
11-3021.00,Deductive Reasoning,75
11-3021.00,Inductive Reasoning,75
11-3021.00,Information Ordering,69
11-3021.00,Category Flexibility,56
11-3021.00,Mathematical Reasoning,50
11-3021.00,Number Facility,53
11-3021.00,Memorization,41
11-3021.00,Speed of Closure,44
11-3021.00,Flexibility of Closure,50
11-3021.00,Perceptual Speed,44
11-3021.00,Spatial Orientation,3
11-3021.00,Visualization,50
11-3021.00,Selective Attention,47
11-3021.00,Time Sharing,41
11-3021.00,Arm-Hand Steadiness,31
11-3021.00,Manual Dexterity,28
11-3021.00,Finger Dexterity,28
11-3021.00,Control Precision,25
11-3021.00,Multilimb Coordination,10
11-3021.00,Response Orientation,6
11-3021.00,Rate Control,6
11-3021.00,Reaction Time,6
11-3021.00,Wrist-Finger Speed,25
11-3021.00,Speed of Limb Movement,0
11-3021.00,Static Strength,0
11-3021.00,Explosive Strength,0
11-3021.00,Dynamic Strength,13
11-3021.00,Trunk Strength,19
11-3021.00,Stamina,0
11-3021.00,Extent Flexibility,0
11-3021.00,Dynamic Flexibility,0
11-3021.00,Gross Body Coordination,0
11-3021.00,Gross Body Equilibrium,0
11-3021.00,Near Vision,69
11-3021.00,Far Vision,44
11-3021.00,Visual Color Discrimination,35
11-3021.00,Night Vision,0
11-3021.00,Peripheral Vision,0
11-3021.00,Depth Perception,19
11-3021.00,Glare Sensitivity,3
11-3021.00,Hearing Sensitivity,19
11-3021.00,Auditory Attention,25
11-3021.00,Sound Localization,0
11-3021.00,Speech Recognition,60
11-3021.00,Speech Clarity,66
11-3031.00,Oral Comprehension,75
11-3031.00,Written Comprehension,75
11-3031.00,Oral Expression,78
11-3031.00,Written Expression,72
11-3031.00,Fluency of Ideas,60
11-3031.00,Originality,50
11-3031.00,Problem Sensitivity,75
11-3031.00,Deductive Reasoning,75
11-3031.00,Inductive Reasoning,72
11-3031.00,Information Ordering,66
11-3031.00,Category Flexibility,56
11-3031.00,Mathematical Reasoning,66
11-3031.00,Number Facility,53
11-3031.00,Memorization,50
11-3031.00,Speed of Closure,35
11-3031.00,Flexibility of Closure,47
11-3031.00,Perceptual Speed,47
11-3031.00,Spatial Orientation,0
11-3031.00,Visualization,25
11-3031.00,Selective Attention,47
11-3031.00,Time Sharing,50
11-3031.00,Arm-Hand Steadiness,6
11-3031.00,Manual Dexterity,10
11-3031.00,Finger Dexterity,25
11-3031.00,Control Precision,10
11-3031.00,Multilimb Coordination,0
11-3031.00,Response Orientation,0
11-3031.00,Rate Control,0
11-3031.00,Reaction Time,0
11-3031.00,Wrist-Finger Speed,0
11-3031.00,Speed of Limb Movement,0
11-3031.00,Static Strength,0
11-3031.00,Explosive Strength,0
11-3031.00,Dynamic Strength,0
11-3031.00,Trunk Strength,0
11-3031.00,Stamina,0
11-3031.00,Extent Flexibility,0
11-3031.00,Dynamic Flexibility,0
11-3031.00,Gross Body Coordination,0
11-3031.00,Gross Body Equilibrium,0
11-3031.00,Near Vision,72
11-3031.00,Far Vision,38
11-3031.00,Visual Color Discrimination,19
11-3031.00,Night Vision,0
11-3031.00,Peripheral Vision,3
11-3031.00,Depth Perception,0
11-3031.00,Glare Sensitivity,0
11-3031.00,Hearing Sensitivity,16
11-3031.00,Auditory Attention,28
11-3031.00,Sound Localization,0
11-3031.00,Speech Recognition,75
11-3031.00,Speech Clarity,75
11-3031.01,Oral Comprehension,75
11-3031.01,Written Comprehension,78
11-3031.01,Oral Expression,75
11-3031.01,Written Expression,75
11-3031.01,Fluency of Ideas,56
11-3031.01,Originality,56
11-3031.01,Problem Sensitivity,75
11-3031.01,Deductive Reasoning,75
11-3031.01,Inductive Reasoning,78
11-3031.01,Information Ordering,72
11-3031.01,Category Flexibility,63
11-3031.01,Mathematical Reasoning,72
11-3031.01,Number Facility,69
11-3031.01,Memorization,44
11-3031.01,Speed of Closure,47
11-3031.01,Flexibility of Closure,50
11-3031.01,Perceptual Speed,53
11-3031.01,Spatial Orientation,0
11-3031.01,Visualization,35
11-3031.01,Selective Attention,41
11-3031.01,Time Sharing,35
11-3031.01,Arm-Hand Steadiness,0
11-3031.01,Manual Dexterity,3
11-3031.01,Finger Dexterity,28
11-3031.01,Control Precision,0
11-3031.01,Multilimb Coordination,0
11-3031.01,Response Orientation,0
11-3031.01,Rate Control,0
11-3031.01,Reaction Time,0
11-3031.01,Wrist-Finger Speed,6
11-3031.01,Speed of Limb Movement,0
11-3031.01,Static Strength,0
11-3031.01,Explosive Strength,0
11-3031.01,Dynamic Strength,6
11-3031.01,Trunk Strength,13
11-3031.01,Stamina,0
11-3031.01,Extent Flexibility,0
11-3031.01,Dynamic Flexibility,0
11-3031.01,Gross Body Coordination,0
11-3031.01,Gross Body Equilibrium,0
11-3031.01,Near Vision,75
11-3031.01,Far Vision,35
11-3031.01,Visual Color Discrimination,22
11-3031.01,Night Vision,0
11-3031.01,Peripheral Vision,0
11-3031.01,Depth Perception,16
11-3031.01,Glare Sensitivity,0
11-3031.01,Hearing Sensitivity,19
11-3031.01,Auditory Attention,19
11-3031.01,Sound Localization,0
11-3031.01,Speech Recognition,66
11-3031.01,Speech Clarity,66
11-3031.03,Oral Comprehension,75
11-3031.03,Written Comprehension,75
11-3031.03,Oral Expression,75
11-3031.03,Written Expression,69
11-3031.03,Fluency of Ideas,60
11-3031.03,Originality,60
11-3031.03,Problem Sensitivity,69
11-3031.03,Deductive Reasoning,78
11-3031.03,Inductive Reasoning,72
11-3031.03,Information Ordering,72
11-3031.03,Category Flexibility,60
11-3031.03,Mathematical Reasoning,72
11-3031.03,Number Facility,66
11-3031.03,Memorization,47
11-3031.03,Speed of Closure,47
11-3031.03,Flexibility of Closure,60
11-3031.03,Perceptual Speed,50
11-3031.03,Spatial Orientation,0
11-3031.03,Visualization,44
11-3031.03,Selective Attention,53
11-3031.03,Time Sharing,44
11-3031.03,Arm-Hand Steadiness,0
11-3031.03,Manual Dexterity,0
11-3031.03,Finger Dexterity,31
11-3031.03,Control Precision,0
11-3031.03,Multilimb Coordination,0
11-3031.03,Response Orientation,0
11-3031.03,Rate Control,0
11-3031.03,Reaction Time,0
11-3031.03,Wrist-Finger Speed,0
11-3031.03,Speed of Limb Movement,0
11-3031.03,Static Strength,0
11-3031.03,Explosive Strength,0
11-3031.03,Dynamic Strength,0
11-3031.03,Trunk Strength,0
11-3031.03,Stamina,0
11-3031.03,Extent Flexibility,0
11-3031.03,Dynamic Flexibility,0
11-3031.03,Gross Body Coordination,0
11-3031.03,Gross Body Equilibrium,0
11-3031.03,Near Vision,66
11-3031.03,Far Vision,47
11-3031.03,Visual Color Discrimination,28
11-3031.03,Night Vision,0
11-3031.03,Peripheral Vision,0
11-3031.03,Depth Perception,16
11-3031.03,Glare Sensitivity,0
11-3031.03,Hearing Sensitivity,25
11-3031.03,Auditory Attention,28
11-3031.03,Sound Localization,0
11-3031.03,Speech Recognition,63
11-3031.03,Speech Clarity,69
11-3051.00,Oral Comprehension,75
11-3051.00,Written Comprehension,72
11-3051.00,Oral Expression,72
11-3051.00,Written Expression,60
11-3051.00,Fluency of Ideas,63
11-3051.00,Originality,56
11-3051.00,Problem Sensitivity,75
11-3051.00,Deductive Reasoning,75
11-3051.00,Inductive Reasoning,72
11-3051.00,Information Ordering,72
11-3051.00,Category Flexibility,60
11-3051.00,Mathematical Reasoning,53
11-3051.00,Number Facility,56
11-3051.00,Memorization,44
11-3051.00,Speed of Closure,47
11-3051.00,Flexibility of Closure,50
11-3051.00,Perceptual Speed,50
11-3051.00,Spatial Orientation,3
11-3051.00,Visualization,47
11-3051.00,Selective Attention,50
11-3051.00,Time Sharing,44
11-3051.00,Arm-Hand Steadiness,25
11-3051.00,Manual Dexterity,22
11-3051.00,Finger Dexterity,41
11-3051.00,Control Precision,25
11-3051.00,Multilimb Coordination,22
11-3051.00,Response Orientation,22
11-3051.00,Rate Control,28
11-3051.00,Reaction Time,31
11-3051.00,Wrist-Finger Speed,25
11-3051.00,Speed of Limb Movement,25
11-3051.00,Static Strength,22
11-3051.00,Explosive Strength,0
11-3051.00,Dynamic Strength,13
11-3051.00,Trunk Strength,28
11-3051.00,Stamina,25
11-3051.00,Extent Flexibility,19
11-3051.00,Dynamic Flexibility,0
11-3051.00,Gross Body Coordination,25
11-3051.00,Gross Body Equilibrium,6
11-3051.00,Near Vision,60
11-3051.00,Far Vision,50
11-3051.00,Visual Color Discrimination,38
11-3051.00,Night Vision,0
11-3051.00,Peripheral Vision,0
11-3051.00,Depth Perception,28
11-3051.00,Glare Sensitivity,0
11-3051.00,Hearing Sensitivity,28
11-3051.00,Auditory Attention,44
11-3051.00,Sound Localization,3
11-3051.00,Speech Recognition,63
11-3051.00,Speech Clarity,66
11-3051.01,Oral Comprehension,75
11-3051.01,Written Comprehension,78
11-3051.01,Oral Expression,78
11-3051.01,Written Expression,72
11-3051.01,Fluency of Ideas,50
11-3051.01,Originality,50
11-3051.01,Problem Sensitivity,81
11-3051.01,Deductive Reasoning,72
11-3051.01,Inductive Reasoning,66
11-3051.01,Information Ordering,60
11-3051.01,Category Flexibility,56
11-3051.01,Mathematical Reasoning,56
11-3051.01,Number Facility,53
11-3051.01,Memorization,44
11-3051.01,Speed of Closure,44
11-3051.01,Flexibility of Closure,60
11-3051.01,Perceptual Speed,53
11-3051.01,Spatial Orientation,3
11-3051.01,Visualization,41
11-3051.01,Selective Attention,56
11-3051.01,Time Sharing,47
11-3051.01,Arm-Hand Steadiness,47
11-3051.01,Manual Dexterity,44
11-3051.01,Finger Dexterity,50
11-3051.01,Control Precision,41
11-3051.01,Multilimb Coordination,28
11-3051.01,Response Orientation,22
11-3051.01,Rate Control,19
11-3051.01,Reaction Time,22
11-3051.01,Wrist-Finger Speed,19
11-3051.01,Speed of Limb Movement,0
11-3051.01,Static Strength,19
11-3051.01,Explosive Strength,0
11-3051.01,Dynamic Strength,19
11-3051.01,Trunk Strength,25
11-3051.01,Stamina,22
11-3051.01,Extent Flexibility,19
11-3051.01,Dynamic Flexibility,0
11-3051.01,Gross Body Coordination,16
11-3051.01,Gross Body Equilibrium,16
11-3051.01,Near Vision,72
11-3051.01,Far Vision,53
11-3051.01,Visual Color Discrimination,53
11-3051.01,Night Vision,0
11-3051.01,Peripheral Vision,0
11-3051.01,Depth Perception,35
11-3051.01,Glare Sensitivity,0
11-3051.01,Hearing Sensitivity,35
11-3051.01,Auditory Attention,38
11-3051.01,Sound Localization,0
11-3051.01,Speech Recognition,60
11-3051.01,Speech Clarity,66
11-3051.02,Oral Comprehension,78
11-3051.02,Written Comprehension,66
11-3051.02,Oral Expression,78
11-3051.02,Written Expression,66
11-3051.02,Fluency of Ideas,50
11-3051.02,Originality,47
11-3051.02,Problem Sensitivity,75
11-3051.02,Deductive Reasoning,75
11-3051.02,Inductive Reasoning,72
11-3051.02,Information Ordering,63
11-3051.02,Category Flexibility,56
11-3051.02,Mathematical Reasoning,56
11-3051.02,Number Facility,53
11-3051.02,Memorization,38
11-3051.02,Speed of Closure,41
11-3051.02,Flexibility of Closure,53
11-3051.02,Perceptual Speed,50
11-3051.02,Spatial Orientation,25
11-3051.02,Visualization,50
11-3051.02,Selective Attention,50
11-3051.02,Time Sharing,44
11-3051.02,Arm-Hand Steadiness,35
11-3051.02,Manual Dexterity,31
11-3051.02,Finger Dexterity,47
11-3051.02,Control Precision,41
11-3051.02,Multilimb Coordination,38
11-3051.02,Response Orientation,25
11-3051.02,Rate Control,25
11-3051.02,Reaction Time,28
11-3051.02,Wrist-Finger Speed,6
11-3051.02,Speed of Limb Movement,16
11-3051.02,Static Strength,6
11-3051.02,Explosive Strength,3
11-3051.02,Dynamic Strength,6
11-3051.02,Trunk Strength,28
11-3051.02,Stamina,3
11-3051.02,Extent Flexibility,6
11-3051.02,Dynamic Flexibility,3
11-3051.02,Gross Body Coordination,6
11-3051.02,Gross Body Equilibrium,22
11-3051.02,Near Vision,60
11-3051.02,Far Vision,53
11-3051.02,Visual Color Discrimination,47
11-3051.02,Night Vision,13
11-3051.02,Peripheral Vision,19
11-3051.02,Depth Perception,35
11-3051.02,Glare Sensitivity,16
11-3051.02,Hearing Sensitivity,41
11-3051.02,Auditory Attention,38
11-3051.02,Sound Localization,16
11-3051.02,Speech Recognition,69
11-3051.02,Speech Clarity,63
11-3051.03,Oral Comprehension,78
11-3051.03,Written Comprehension,75
11-3051.03,Oral Expression,75
11-3051.03,Written Expression,69
11-3051.03,Fluency of Ideas,53
11-3051.03,Originality,53
11-3051.03,Problem Sensitivity,69
11-3051.03,Deductive Reasoning,69
11-3051.03,Inductive Reasoning,63
11-3051.03,Information Ordering,53
11-3051.03,Category Flexibility,53
11-3051.03,Mathematical Reasoning,53
11-3051.03,Number Facility,47
11-3051.03,Memorization,41
11-3051.03,Speed of Closure,47
11-3051.03,Flexibility of Closure,56
11-3051.03,Perceptual Speed,56
11-3051.03,Spatial Orientation,3
11-3051.03,Visualization,44
11-3051.03,Selective Attention,63
11-3051.03,Time Sharing,56
11-3051.03,Arm-Hand Steadiness,44
11-3051.03,Manual Dexterity,35
11-3051.03,Finger Dexterity,31
11-3051.03,Control Precision,35
11-3051.03,Multilimb Coordination,28
11-3051.03,Response Orientation,13
11-3051.03,Rate Control,35
11-3051.03,Reaction Time,35
11-3051.03,Wrist-Finger Speed,38
11-3051.03,Speed of Limb Movement,3
11-3051.03,Static Strength,25
11-3051.03,Explosive Strength,13
11-3051.03,Dynamic Strength,16
11-3051.03,Trunk Strength,35
11-3051.03,Stamina,25
11-3051.03,Extent Flexibility,22
11-3051.03,Dynamic Flexibility,0
11-3051.03,Gross Body Coordination,19
11-3051.03,Gross Body Equilibrium,22
11-3051.03,Near Vision,63
11-3051.03,Far Vision,53
11-3051.03,Visual Color Discrimination,50
11-3051.03,Night Vision,0
11-3051.03,Peripheral Vision,0
11-3051.03,Depth Perception,28
11-3051.03,Glare Sensitivity,16
11-3051.03,Hearing Sensitivity,41
11-3051.03,Auditory Attention,44
11-3051.03,Sound Localization,0
11-3051.03,Speech Recognition,66
11-3051.03,Speech Clarity,72
11-3051.04,Oral Comprehension,75
11-3051.04,Written Comprehension,75
11-3051.04,Oral Expression,75
11-3051.04,Written Expression,69
11-3051.04,Fluency of Ideas,53
11-3051.04,Originality,47
11-3051.04,Problem Sensitivity,75
11-3051.04,Deductive Reasoning,75
11-3051.04,Inductive Reasoning,72
11-3051.04,Information Ordering,66
11-3051.04,Category Flexibility,56
11-3051.04,Mathematical Reasoning,50
11-3051.04,Number Facility,53
11-3051.04,Memorization,44
11-3051.04,Speed of Closure,50
11-3051.04,Flexibility of Closure,56
11-3051.04,Perceptual Speed,53
11-3051.04,Spatial Orientation,19
11-3051.04,Visualization,44
11-3051.04,Selective Attention,53
11-3051.04,Time Sharing,41
11-3051.04,Arm-Hand Steadiness,44
11-3051.04,Manual Dexterity,31
11-3051.04,Finger Dexterity,41
11-3051.04,Control Precision,31
11-3051.04,Multilimb Coordination,28
11-3051.04,Response Orientation,22
11-3051.04,Rate Control,28
11-3051.04,Reaction Time,28
11-3051.04,Wrist-Finger Speed,6
